dataset,modo,threads,schedule,chunk,rep,iters,sse_final,time_ms,median_ms
m,omp,2,static,NA,3,3,33447.299806,2.726,NA
m,omp,2,static,NA,4,3,33447.299806,2.386,NA
m,omp,2,static,NA,5,3,33447.299806,1.884,NA
m,omp,2,static,NA,0,NA,NA,NA,2.683
m,omp,4,static,NA,1,3,33447.299806,2.228,NA
m,omp,4,static,NA,2,3,33447.299806,2.194,NA
m,omp,4,static,NA,3,3,33447.299806,2.189,NA
m,omp,4,static,NA,4,3,33447.299806,2.323,NA
m,omp,4,static,NA,5,3,33447.299806,2.191,NA
m,omp,4,static,NA,0,NA,NA,NA,2.194
m,omp,8,static,NA,1,3,33447.299806,2.000,NA
m,omp,8,static,NA,2,3,33447.299806,2.016,NA
m,omp,8,static,NA,3,3,33447.299806,1.947,NA
m,omp,8,static,NA,4,3,33447.299806,2.246,NA
m,omp,8,static,NA,5,3,33447.299806,1.780,NA
m,omp,8,static,NA,0,NA,NA,NA,2.000
m,omp,16,static,NA,1,3,33447.299806,39.974,NA
m,omp,16,static,NA,2,3,33447.299806,40.220,NA
m,omp,16,static,NA,3,3,33447.299806,1.830,NA
m,omp,16,static,NA,4,3,33447.299806,40.787,NA
m,omp,16,static,NA,5,3,33447.299806,45.834,NA
m,omp,16,static,NA,0,NA,NA,NA,40.220
m,omp,1,dynamic,NA,1,3,33447.299806,8.631,NA
m,omp,1,dynamic,NA,2,3,33447.299806,8.540,NA
m,omp,1,dynamic,NA,3,3,33447.299806,8.899,NA
m,omp,1,dynamic,NA,4,3,33447.299806,8.367,NA
m,omp,1,dynamic,NA,5,3,33447.299806,8.551,NA
m,omp,1,dynamic,NA,0,NA,NA,NA,8.551
m,omp,2,dynamic,NA,1,3,33447.299806,21.049,NA
m,omp,2,dynamic,NA,2,3,33447.299806,17.070,NA
m,omp,2,dynamic,NA,3,3,33447.299806,21.343,NA
m,omp,2,dynamic,NA,4,3,33447.299806,20.683,NA
m,omp,2,dynamic,NA,5,3,33447.299806,20.138,NA
m,omp,2,dynamic,NA,0,NA,NA,NA,20.683
m,omp,4,dynamic,NA,1,3,33447.299806,18.811,NA
m,omp,4,dynamic,NA,2,3,33447.299806,18.432,NA
m,omp,4,dynamic,NA,3,3,33447.299806,17.109,NA
m,omp,4,dynamic,NA,4,3,33447.299806,18.751,NA
m,omp,4,dynamic,NA,5,3,33447.299806,19.330,NA
m,omp,4,dynamic,NA,0,NA,NA,NA,18.751
m,omp,8,dynamic,NA,1,3,33447.299806,13.798,NA
m,omp,8,dynamic,NA,2,3,33447.299806,16.363,NA
m,omp,8,dynamic,NA,3,3,33447.299806,15.948,NA
m,omp,8,dynamic,NA,4,3,33447.299806,15.248,NA
m,omp,8,dynamic,NA,5,3,33447.299806,15.259,NA
m,omp,8,dynamic,NA,0,NA,NA,NA,15.259
m,omp,16,dynamic,NA,1,3,33447.299806,10.598,NA
m,omp,16,dynamic,NA,2,3,33447.299806,46.922,NA
m,omp,16,dynamic,NA,3,3,33447.299806,39.196,NA
m,omp,16,dynamic,NA,4,3,33447.299806,46.881,NA
m,omp,16,dynamic,NA,5,3,33447.299806,46.750,NA
m,omp,16,dynamic,NA,0,NA,NA,NA,46.750
g,omp,1,static,NA,1,3,333373.975493,41.772,NA
g,omp,1,static,NA,2,3,333373.975493,35.890,NA
g,omp,1,static,NA,3,3,333373.975493,34.889,NA
g,omp,1,static,NA,4,3,333373.975493,34.964,NA
g,omp,1,static,NA,5,3,333373.975493,38.414,NA
g,omp,1,static,NA,0,NA,NA,NA,35.890
g,omp,2,static,NA,1,3,333373.975493,20.667,NA
g,omp,2,static,NA,2,3,333373.975493,20.840,NA
g,omp,2,static,NA,3,3,333373.975493,22.029,NA
g,omp,2,static,NA,4,3,333373.975493,19.778,NA
g,omp,2,static,NA,5,3,333373.975493,20.173,NA
g,omp,2,static,NA,0,NA,NA,NA,20.667
g,omp,4,static,NA,1,3,333373.975493,14.275,NA
g,omp,4,static,NA,2,3,333373.975493,14.878,NA
g,omp,4,static,NA,3,3,333373.975493,13.948,NA
g,omp,4,static,NA,4,3,333373.975493,14.253,NA
g,omp,4,static,NA,5,3,333373.975493,14.118,NA
g,omp,4,static,NA,0,NA,NA,NA,14.253
g,omp,8,static,NA,1,3,333373.975493,11.430,NA
g,omp,8,static,NA,2,3,333373.975493,11.439,NA
g,omp,8,static,NA,3,3,333373.975493,11.379,NA
g,omp,8,static,NA,4,3,333373.975493,7.792,NA
g,omp,8,static,NA,5,3,333373.975493,11.421,NA
g,omp,8,static,NA,0,NA,NA,NA,11.421
g,omp,16,static,NA,1,3,333373.975493,47.242,NA
g,omp,16,static,NA,2,3,333373.975493,47.333,NA
g,omp,16,static,NA,3,3,333373.975493,40.775,NA
g,omp,16,static,NA,4,3,333373.975493,10.687,NA
g,omp,16,static,NA,5,3,333373.975493,47.429,NA
g,omp,16,static,NA,0,NA,NA,NA,47.242
g,omp,1,dynamic,NA,1,3,333373.975493,106.005,NA
g,omp,1,dynamic,NA,2,3,333373.975493,105.117,NA
g,omp,1,dynamic,NA,3,3,333373.975493,107.092,NA
g,omp,1,dynamic,NA,4,3,333373.975493,104.666,NA
g,omp,1,dynamic,NA,5,3,333373.975493,108.542,NA
g,omp,1,dynamic,NA,0,NA,NA,NA,106.005
g,omp,2,dynamic,NA,1,3,333373.975493,173.297,NA
g,omp,2,dynamic,NA,2,3,333373.975493,163.611,NA
g,omp,2,dynamic,NA,3,3,333373.975493,152.020,NA
g,omp,2,dynamic,NA,4,3,333373.975493,164.095,NA
g,omp,2,dynamic,NA,5,3,333373.975493,150.574,NA
g,omp,2,dynamic,NA,0,NA,NA,NA,163.611
g,omp,4,dynamic,NA,1,3,333373.975493,144.272,NA
g,omp,4,dynamic,NA,2,3,333373.975493,143.504,NA
g,omp,4,dynamic,NA,3,3,333373.975493,117.979,NA
g,omp,4,dynamic,NA,4,3,333373.975493,141.528,NA
g,omp,4,dynamic,NA,5,3,333373.975493,152.251,NA
g,omp,4,dynamic,NA,0,NA,NA,NA,143.504
g,omp,8,dynamic,NA,1,3,333373.975493,121.067,NA
g,omp,8,dynamic,NA,2,3,333373.975493,129.402,NA
g,omp,8,dynamic,NA,3,3,333373.975493,132.781,NA
g,omp,8,dynamic,NA,4,3,333373.975493,129.791,NA
g,omp,8,dynamic,NA,5,3,333373.975493,128.637,NA
g,omp,8,dynamic,NA,0,NA,NA,NA,129.402
g,omp,16,dynamic,NA,1,3,333373.975493,121.319,NA
g,omp,16,dynamic,NA,2,3,333373.975493,123.561,NA
g,omp,16,dynamic,NA,3,3,333373.975493,112.311,NA
g,omp,16,dynamic,NA,4,3,333373.975493,126.734,NA
g,omp,16,dynamic,NA,5,3,333373.975493,127.627,NA
g,omp,16,dynamic,NA,0,NA,NA,NA,123.561
p,omp,1,static,1,1,3,3307.377030,0.126,NA
p,omp,1,static,1,2,3,3307.377030,0.125,NA
p,omp,1,static,1,3,3,3307.377030,0.121,NA
p,omp,1,static,1,4,3,3307.377030,0.137,NA
p,omp,1,static,1,5,3,3307.377030,0.117,NA
p,omp,1,static,1,0,NA,NA,NA,0.125
p,omp,2,static,1,1,3,3307.377030,0.864,NA
p,omp,2,static,1,2,3,3307.377030,0.822,NA
p,omp,2,static,1,3,3,3307.377030,0.879,NA
p,omp,2,static,1,4,3,3307.377030,0.781,NA
p,omp,2,static,1,5,3,3307.377030,0.886,NA
p,omp,2,static,1,0,NA,NA,NA,0.864
p,omp,4,static,1,1,3,3307.377030,0.647,NA
p,omp,4,static,1,2,3,3307.377030,0.768,NA
p,omp,4,static,1,3,3,3307.377030,0.770,NA
p,omp,4,static,1,4,3,3307.377030,1.066,NA
p,omp,4,static,1,5,3,3307.377030,0.801,NA
p,omp,4,static,1,0,NA,NA,NA,0.770
p,omp,8,static,1,1,3,3307.377030,0.797,NA
p,omp,8,static,1,2,3,3307.377030,0.867,NA
